source,target,weight,evidence,sign,input_form,log2FC,padj
MAFB,CACNA1D,1,DoRothEA_confC,Activator,Hill_activator,-0.212147316382659,0.999941599553479
MAFB,CACNA2D3,1,DoRothEA_confC,Activator,Hill_activator,0.174719750969127,0.999941599553479
EPAS1,CAR9,3,DoRothEA_confA,Activator,Hill_activator,-0.476293307164098,0.999941599553479
RARA,CASP9,3,DoRothEA_confA,Activator,Hill_activator,0.336736621767404,0.999941599553479
CREB1,CCND1,3,DoRothEA_confA,Activator,Hill_activator,-0.0530299119535682,0.999941599553479
KLF4,CCND1,3,DoRothEA_confA,Activator,Hill_activator,-0.0530299119535682,0.999941599553479
PGR,CCND1,3,DoRothEA_confA,Activator,Hill_activator,-0.0530299119535682,0.999941599553479
POU2F1,CCND1,3,DoRothEA_confA,Activator,Hill_activator,-0.0530299119535682,0.999941599553479
SMAD3,CCND2,3,DoRothEA_confA,Activator,Hill_activator,-0.088141104367208,0.999941599553479
AR,CCNG2,3,DoRothEA_confA,Activator,Hill_activator,-0.344894436883448,0.999941599553479
MEF2A,CDC42EP3,1,DoRothEA_confC,Activator,Hill_activator,-0.195816856970014,0.999941599553479
AR,CDH2,3,DoRothEA_confA,Activator,Hill_activator,-0.11107500105736,0.999941599553479
CREB1,CDK11B,3,DoRothEA_confA,Activator,Hill_activator,-0.0105455864572506,0.999941599553479
AR,CDKN1A,3,DoRothEA_confA,Activator,Hill_activator,0.624352792622161,0.999941599553479
KLF4,CDKN1A,3,DoRothEA_confA,Activator,Hill_activator,0.624352792622161,0.999941599553479
RARA,CDKN1A,3,DoRothEA_confA,Activator,Hill_activator,0.624352792622161,0.999941599553479
SMAD3,CDKN1A,3,DoRothEA_confA,Activator,Hill_activator,0.624352792622161,0.999941599553479
MEF2A,CDYL,1,DoRothEA_confC,Activator,Hill_activator,-0.0871694944770106,0.999941599553479
MEF2A,CHD9,1,DoRothEA_confC,Activator,Hill_activator,-0.108816418060102,0.999941599553479
KLF6,CLIP2,1,DoRothEA_confC,Activator,Hill_activator,0.241094715548186,0.999941599553479
AR,COASY,3,DoRothEA_confA,Activator,Hill_activator,-0.390283259475451,0.999941599553479
SMAD3,COL1A1,3,DoRothEA_confA,Activator,Hill_activator,-0.566189073205228,0.999941599553479
NR2F1,COL27A1,1,DoRothEA_confC,Activator,Hill_activator,0.31745034397569,0.999941599553479
KLF5,COL4A2,1,DoRothEA_confC,Activator,Hill_activator,-0.142141112463017,0.999941599553479
SMAD3,COL6A1,3,DoRothEA_confA,Activator,Hill_activator,0.423074145340068,0.999941599553479
NR2F1,CPNE7,1,DoRothEA_confC,Activator,Hill_activator,0.0707083515692675,0.999941599553479
AR,CPT2,3,DoRothEA_confA,Activator,Hill_activator,-0.461708356111321,0.999941599553479
NR2F1,CRB2,1,DoRothEA_confC,Activator,Hill_activator,-0.114995759515049,0.999941599553479
MEF2A,CRIM1,1,DoRothEA_confC,Activator,Hill_activator,-0.0320966494370381,0.999941599553479
NR2F1,CTBP2,1,DoRothEA_confC,Activator,Hill_activator,-0.25112153338782,0.999941599553479
NR2F1,CTIF,1,DoRothEA_confC,Activator,Hill_activator,0.0116817797990473,0.999941599553479
KLF6,CTNNBIP1,1,DoRothEA_confC,Activator,Hill_activator,-0.476063808580756,0.999941599553479
CREB1,CXCR4,3,DoRothEA_confA,Activator,Hill_activator,0.262886687409468,0.999941599553479
AR,DBI,3,DoRothEA_confA,Activator,Hill_activator,0.108401630874133,0.999941599553479
AR,DDT,3,DoRothEA_confA,Activator,Hill_activator,0.106517005721664,0.999941599553479
KLF5,DGKQ,1,DoRothEA_confC,Activator,Hill_activator,-0.226124320316964,0.999941599553479
CREB1,DIO2,3,DoRothEA_confA,Activator,Hill_activator,0.286551966141304,0.999941599553479
MAFB,DIP2C,1,DoRothEA_confC,Activator,Hill_activator,0.00784515380135614,0.999941599553479
MEF2A,DMD,1,DoRothEA_confC,Activator,Hill_activator,0.0505300169490739,0.999941599553479
PROX1,DNM2,1,DoRothEA_confC,Activator,Hill_activator,0.187194548293818,0.999941599553479
MAFB,DTNA,1,DoRothEA_confC,Activator,Hill_activator,-0.0170323470774385,0.999941599553479
KLF6,DUSP10,1,DoRothEA_confC,Activator,Hill_activator,0.402554376386793,0.999941599553479
KLF5,ECE1,1,DoRothEA_confC,Activator,Hill_activator,-0.0472514064128913,0.999941599553479
MEF2A,EEA1,1,DoRothEA_confC,Activator,Hill_activator,-0.102017922862144,0.999941599553479
MEF2A,EFR3A,1,DoRothEA_confC,Activator,Hill_activator,0.0556507867848605,0.999941599553479
AR,EGFR,3,DoRothEA_confA,Activator,Hill_activator,0.0128568630101708,0.999941599553479
EPAS1,EGLN3,3,DoRothEA_confA,Activator,Hill_activator,-1.32522511067097,0.999941599553479
CREB1,EGR1,3,DoRothEA_confA,Activator,Hill_activator,-0.0444588330666887,0.999941599553479
AR,EIF3I,3,DoRothEA_confA,Activator,Hill_activator,-0.0392897771254522,0.999941599553479
MAFB,ELMO1,1,DoRothEA_confC,Activator,Hill_activator,0.127320600924207,0.999941599553479
NR2F1,ELMSAN1,1,DoRothEA_confC,Activator,Hill_activator,0.178111245112137,0.999941599553479
KLF6,EPS8,1,DoRothEA_confC,Activator,Hill_activator,0.143532062670493,0.999941599553479
AR,ERBB3,3,DoRothEA_confA,Activator,Hill_activator,0.153027229813423,0.999941599553479
MEF2A,ERC1,1,DoRothEA_confC,Activator,Hill_activator,0.0568779648135547,0.999941599553479
MEF2A,ERCC1,1,DoRothEA_confC,Activator,Hill_activator,0.160036414982081,0.999941599553479
PGR,ESR1,3,DoRothEA_confA,Activator,Hill_activator,0.142745897683944,0.999941599553479
AR,ETL4,3,DoRothEA_confA,Repressor,Hill_repressor,-0.121247977271026,0.999941599553479
MEF2A,ETL4,1,DoRothEA_confC,Activator,Hill_activator,-0.121247977271026,0.999941599553479
CREB1,ETV3,3,DoRothEA_confA,Activator,Hill_activator,0.127033912719979,0.999941599553479
AR,EYA2,3,DoRothEA_confA,Activator,Hill_activator,-0.174486613644479,0.999941599553479
KLF5,FA2H,1,DoRothEA_confC,Activator,Hill_activator,0.115862355029668,0.999941599553479
AR,FAM174B,3,DoRothEA_confA,Activator,Hill_activator,0.402747247821032,0.999941599553479
KLF5,FASN,1,DoRothEA_confC,Activator,Hill_activator,0.0196865097725599,0.999941599553479
NR2F1,FBLN1,1,DoRothEA_confC,Activator,Hill_activator,0.497256846167685,0.999941599553479
MEF2A,FBXW11,1,DoRothEA_confC,Activator,Hill_activator,0.0703582413980166,0.999941599553479
MEF2A,FCHSD2,1,DoRothEA_confC,Activator,Hill_activator,0.109131449822988,0.999941599553479
NR2F1,FGD5,1,DoRothEA_confC,Activator,Hill_activator,-0.0301211791242419,0.999941599553479
CREB1,FLT1,3,DoRothEA_confA,Activator,Hill_activator,0.464939551865789,0.999941599553479
EPAS1,FLT1,3,DoRothEA_confA,Activator,Hill_activator,0.464939551865789,0.999941599553479
MAFB,FMN1,1,DoRothEA_confC,Activator,Hill_activator,0.320762224835181,0.999941599553479
CREB1,FN1,3,DoRothEA_confA,Activator,Hill_activator,-0.0852499765234235,0.999941599553479
CREB1,FOS,3,DoRothEA_confA,Activator,Hill_activator,-0.483485577814847,0.999941599553479
NR2F1,FSCN1,1,DoRothEA_confC,Activator,Hill_activator,-0.184040154962717,0.999941599553479
POU2F1,GADD45A,3,DoRothEA_confA,Activator,Hill_activator,0.256201499889149,0.999941599553479
NR2F1,GDPD5,1,DoRothEA_confC,Activator,Hill_activator,0.296455481838121,0.999941599553479
SMAD3,GLI2,3,DoRothEA_confA,Activator,Hill_activator,0.199195409117952,0.999941599553479
AR,GLRX,3,DoRothEA_confA,Activator,Hill_activator,-0.29398597196283,0.999941599553479
AR,GNL1,3,DoRothEA_confA,Activator,Hill_activator,0.0707081956009067,0.999941599553479
MEF2A,GOLIM4,1,DoRothEA_confC,Activator,Hill_activator,0.110514762406982,0.999941599553479
NR2F1,GPSM1,1,DoRothEA_confC,Activator,Hill_activator,0.0419526055701717,0.999941599553479
KLF5,GPX4,1,DoRothEA_confC,Activator,Hill_activator,-0.148995221555528,0.999941599553479
NR2F1,GRAMD4,1,DoRothEA_confC,Activator,Hill_activator,0.171569133585465,0.999941599553479
AR,GRB10,3,DoRothEA_confA,Activator,Hill_activator,0.0119259019365818,0.999941599553479
PROX1,GRIN2B,1,DoRothEA_confC,Activator,Hill_activator,0.0946548321458892,0.999941599553479
AR,GTF2F1,3,DoRothEA_confA,Activator,Hill_activator,0.220979825795113,0.999941599553479
CREB1,H2-AB1,3,DoRothEA_confA,Activator,Hill_activator,1.37675379257362,0.999941599553479
MAFB,HDAC4,1,DoRothEA_confC,Activator,Hill_activator,0.184432737709813,0.999941599553479
NR2F1,HDAC7,1,DoRothEA_confC,Activator,Hill_activator,-0.204504088593379,0.999941599553479
PGR,HLTF,3,DoRothEA_confA,Activator,Hill_activator,-0.0822762446073552,0.999941599553479
MEF2A,HMGB1,1,DoRothEA_confC,Activator,Hill_activator,-0.00923721942771644,0.999941599553479
CREB1,HPGD,3,DoRothEA_confA,Activator,Hill_activator,-0.451102258535394,0.999941599553479
POU2F1,HPGDS,3,DoRothEA_confA,Activator,Hill_activator,0.377655313984667,0.999941599553479
AR,HSD17B11,3,DoRothEA_confA,Activator,Hill_activator,0.207789749478765,0.999941599553479
KLF6,IER5,1,DoRothEA_confC,Activator,Hill_activator,-0.534637464933277,0.999941599553479
AR,IGF1R,3,DoRothEA_confA,Activator,Hill_activator,0.0533156473021142,0.999941599553479
KLF6,IGF1R,1,DoRothEA_confC,Activator,Hill_activator,0.0533156473021142,0.999941599553479
PROX1,IGF1R,1,DoRothEA_confC,Activator,Hill_activator,0.0533156473021142,0.999941599553479
NR2F1,IQSEC1,1,DoRothEA_confC,Activator,Hill_activator,0.149986933381883,0.999941599553479
SMAD3,ITGA11,3,DoRothEA_confA,Activator,Hill_activator,0.167650292225697,0.999941599553479
MEF2A,ITPR1,1,DoRothEA_confC,Activator,Hill_activator,-0.0643212941384439,0.999941599553479
AR,JUN,3,DoRothEA_confA,Activator,Hill_activator,0.0296202434508076,0.999941599553479
CREB1,JUN,3,DoRothEA_confA,Repressor,Hill_repressor,0.0296202434508076,0.999941599553479
MEF2A,JUN,1,DoRothEA_confC,Activator,Hill_activator,0.0296202434508076,0.999941599553479
SMAD3,JUN,3,DoRothEA_confA,Activator,Hill_activator,0.0296202434508076,0.999941599553479
KLF5,JUP,1,DoRothEA_confC,Activator,Hill_activator,0.172227948511737,0.999941599553479
NR2F1,KCNAB2,1,DoRothEA_confC,Activator,Hill_activator,-0.0675646232944364,0.999941599553479
AR,KCNH2,3,DoRothEA_confA,Activator,Hill_activator,-0.205106721218275,0.999941599553479
NR2F1,KIF21B,1,DoRothEA_confC,Activator,Hill_activator,-0.240099313508073,0.999941599553479
AR,KLF5,3,DoRothEA_confA,Activator,Hill_activator,0.118523597354843,0.999941599553479
MEF2A,KLF6,1,DoRothEA_confC,Activator,Hill_activator,-0.103629763081856,0.999941599553479
KLF4,LAMA3,3,DoRothEA_confA,Activator,Hill_activator,0.560165030995821,0.999941599553479
KLF5,LAMB3,1,DoRothEA_confC,Activator,Hill_activator,-0.452244176485035,0.999941599553479
KLF6,LDLR,1,DoRothEA_confC,Activator,Hill_activator,0.240579792757335,0.999941599553479
KLF6,LHFPL2,1,DoRothEA_confC,Activator,Hill_activator,-0.174490091858741,0.999941599553479
MEF2A,LHFPL2,1,DoRothEA_confC,Activator,Hill_activator,-0.174490091858741,0.999941599553479
NR2F1,LINGO1,1,DoRothEA_confC,Activator,Hill_activator,-0.128044072052106,0.999941599553479
KLF6,LMNA,1,DoRothEA_confC,Activator,Hill_activator,0.139923560072181,0.999941599553479
MEF2A,LMNA,1,DoRothEA_confC,Activator,Hill_activator,0.139923560072181,0.999941599553479
KLF5,LNX2,1,DoRothEA_confC,Activator,Hill_activator,0.467022297175832,0.999941599553479
NR2F1,LRP1,1,DoRothEA_confC,Activator,Hill_activator,0.0542664288261645,0.999941599553479
KLF6,LRRFIP1,1,DoRothEA_confC,Activator,Hill_activator,0.182198773875772,0.999941599553479
KLF5,LSR,1,DoRothEA_confC,Activator,Hill_activator,0.317115547807845,0.999941599553479
MEF2A,LTBP1,1,DoRothEA_confC,Activator,Hill_activator,-0.142611285538391,0.999941599553479
KLF5,LTBP3,1,DoRothEA_confC,Activator,Hill_activator,0.0523117485227909,0.999941599553479
RARA,MACROD1,3,DoRothEA_confA,Repressor,Hill_repressor,0.123837873720181,0.999941599553479
RARA,MAOB,3,DoRothEA_confA,Activator,Hill_activator,0.448272126600856,0.999941599553479
MEF2A,MBNL1,1,DoRothEA_confC,Activator,Hill_activator,0.0385017573984663,0.999941599553479
MYCN,MCM4,3,DoRothEA_confA,Activator,Hill_activator,-0.066811487269099,0.999941599553479
MYCN,MCM6,3,DoRothEA_confA,Activator,Hill_activator,0.205235699982592,0.999941599553479
MYCN,MCM8,3,DoRothEA_confA,Activator,Hill_activator,-0.249718236301685,0.999941599553479
MYCN,MDM2,3,DoRothEA_confA,Activator,Hill_activator,0.215291215508797,0.999941599553479
AR,MED1,3,DoRothEA_confA,Activator,Hill_activator,-0.107357742198514,0.999941599553479
MEF2A,MEF2D,1,DoRothEA_confC,Activator,Hill_activator,-0.184490097682628,0.999941599553479
MEF2A,METTL8,1,DoRothEA_confC,Activator,Hill_activator,0.0329540184645515,0.999941599553479
KLF5,MIB2,1,DoRothEA_confC,Activator,Hill_activator,-0.251626125869278,0.999941599553479
KLF5,MIDN,1,DoRothEA_confC,Activator,Hill_activator,-0.168398192342632,0.999941599553479
CREB1,MITF,3,DoRothEA_confA,Activator,Hill_activator,-0.413460938097739,0.999941599553479
AR,MRPS27,3,DoRothEA_confA,Activator,Hill_activator,0.225614231396367,0.999941599553479
KLF6,MSI2,1,DoRothEA_confC,Activator,Hill_activator,-0.0184602654839272,0.999941599553479
MEF2A,MSN,1,DoRothEA_confC,Activator,Hill_activator,-0.0736713979456524,0.999941599553479
AR,MT2,3,DoRothEA_confA,Activator,Hill_activator,0.211784279725008,0.999941599553479
MAFB,MTSS1,1,DoRothEA_confC,Activator,Hill_activator,-0.198523502619516,0.999941599553479
AR,MYC,3,DoRothEA_confA,Activator,Hill_activator,0.268534708098583,0.999941599553479
PGR,MYC,3,DoRothEA_confA,Activator,Hill_activator,0.268534708098583,0.999941599553479
POU2F1,MYC,3,DoRothEA_confA,Activator,Hill_activator,0.268534708098583,0.999941599553479
RARA,MYC,3,DoRothEA_confA,Activator,Hill_activator,0.268534708098583,0.999941599553479
SMAD3,MYC,3,DoRothEA_confA,Activator,Hill_activator,0.268534708098583,0.999941599553479
KLF5,MYH14,1,DoRothEA_confC,Activator,Hill_activator,-0.141562454815353,0.999941599553479
KLF6,MYH9,1,DoRothEA_confC,Activator,Hill_activator,0.226079634874355,0.999941599553479
MEF2A,MYH9,1,DoRothEA_confC,Activator,Hill_activator,0.226079634874355,0.999941599553479
MEF2A,MYLK,1,DoRothEA_confC,Activator,Hill_activator,0.297226787708817,0.999941599553479
NR2F1,MYO18A,1,DoRothEA_confC,Activator,Hill_activator,0.251448748222038,0.999941599553479
KLF5,MYO1C,1,DoRothEA_confC,Activator,Hill_activator,0.157767156466877,0.999941599553479
KLF5,MYO5B,1,DoRothEA_confC,Activator,Hill_activator,0.0187566501996021,0.999941599553479
MAFB,NBAS,1,DoRothEA_confC,Activator,Hill_activator,-0.131985940031831,0.999941599553479
AR,NCOA2,3,DoRothEA_confA,Repressor,Hill_repressor,-0.126799884896483,0.999941599553479
MEF2A,NCOA3,1,DoRothEA_confC,Activator,Hill_activator,-0.176398402537958,0.999941599553479
MEF2A,NCOA7,1,DoRothEA_confC,Activator,Hill_activator,-0.145189068152424,0.999941599553479
AR,NDRG1,3,DoRothEA_confA,Activator,Hill_activator,0.162980987003887,0.999941599553479
MYCN,NDRG1,3,DoRothEA_confA,Activator,Hill_activator,0.162980987003887,0.999941599553479
KLF6,NEDD9,1,DoRothEA_confC,Activator,Hill_activator,0.376896648779166,0.999941599553479
MEF2A,NEDD9,1,DoRothEA_confC,Activator,Hill_activator,0.376896648779166,0.999941599553479
MEF2A,NEK6,1,DoRothEA_confC,Activator,Hill_activator,0.037887822094197,0.999941599553479
NR2F1,NEK6,1,DoRothEA_confC,Activator,Hill_activator,0.037887822094197,0.999941599553479
MEF2A,NEK7,1,DoRothEA_confC,Activator,Hill_activator,-0.0377485470398291,0.999941599553479
MYCN,NES,3,DoRothEA_confA,Activator,Hill_activator,-0.130119642310026,0.999941599553479
KLF5,NFE2L2,1,DoRothEA_confC,Activator,Hill_activator,-0.411947054132453,0.999941599553479
MEF2A,NIN,1,DoRothEA_confC,Activator,Hill_activator,-0.203439107459887,0.999941599553479
AR,NME7,3,DoRothEA_confA,Activator,Hill_activator,0.0591755615884739,0.999941599553479
CREB1,NOLC1,3,DoRothEA_confA,Activator,Hill_activator,0.229602277385248,0.999941599553479
KLF5,NOTCH1,1,DoRothEA_confC,Activator,Hill_activator,0.0679374738624332,0.999941599553479
AR,NPAT,3,DoRothEA_confA,Activator,Hill_activator,0.171063684119931,0.999941599553479
AR,NPEPPS,3,DoRothEA_confA,Activator,Hill_activator,0.111260989109057,0.999941599553479
CREB1,NPY,3,DoRothEA_confA,Activator,Hill_activator,0.329736754388627,0.999941599553479
CREB1,NR4A3,3,DoRothEA_confA,Activator,Hill_activator,-0.105974873850269,0.999941599553479
PROX1,NRP2,1,DoRothEA_confC,Activator,Hill_activator,0.0913869569678728,0.999941599553479
NR2F1,NRXN2,1,DoRothEA_confC,Activator,Hill_activator,0.0631311395774613,0.999941599553479
CREB1,NTS,3,DoRothEA_confA,Activator,Hill_activator,-0.45807426392908,0.999941599553479
MEF2A,NUMB,1,DoRothEA_confC,Activator,Hill_activator,-0.462875762874083,0.999941599553479
AR,NUP214,3,DoRothEA_confA,Activator,Hill_activator,0.103452291171451,0.999941599553479
PROX1,OSBPL10,1,DoRothEA_confC,Activator,Hill_activator,0.107382980367002,0.999941599553479
NR2F1,OSBPL5,1,DoRothEA_confC,Activator,Hill_activator,0.292968836431678,0.999941599553479
NR2F1,PALM,1,DoRothEA_confC,Activator,Hill_activator,0.00188414921106212,0.999941599553479
MEF2A,PAM,1,DoRothEA_confC,Activator,Hill_activator,0.0912045520354324,0.999941599553479
CREB1,PCSK1,3,DoRothEA_confA,Activator,Hill_activator,0.205978055622104,0.999941599553479
MAFB,PCSK2,1,DoRothEA_confC,Activator,Hill_activator,0.166424945513951,0.999941599553479
PROX1,PCYT1A,1,DoRothEA_confC,Activator,Hill_activator,-0.0499132832702442,0.999941599553479
NR2F1,PDXK,1,DoRothEA_confC,Activator,Hill_activator,-0.00938205175482967,0.999941599553479
CREB1,PDYN,3,DoRothEA_confA,Activator,Hill_activator,0.266325264378711,0.999941599553479
MEF2A,PEAK1,1,DoRothEA_confC,Activator,Hill_activator,0.0718465704270705,0.999941599553479
MAFB,PHLDB2,1,DoRothEA_confC,Activator,Hill_activator,0.187802966213453,0.999941599553479
MEF2A,PHTF2,1,DoRothEA_confC,Activator,Hill_activator,-0.332777126504429,0.999941599553479
MEF2A,PICALM,1,DoRothEA_confC,Activator,Hill_activator,-0.0481010734444502,0.999941599553479
CREB1,PLAT,3,DoRothEA_confA,Repressor,Hill_repressor,0.122161209137161,0.999941599553479
RARA,PLAT,3,DoRothEA_confA,Activator,Hill_activator,0.122161209137161,0.999941599553479
PROX1,PLCB4,1,DoRothEA_confC,Activator,Hill_activator,-0.118355540830824,0.999941599553479
MEF2A,PLCL2,1,DoRothEA_confC,Activator,Hill_activator,0.0138259596662438,0.999941599553479
KLF5,PLEC,1,DoRothEA_confC,Activator,Hill_activator,0.186973014253744,0.999941599553479
KLF6,PLEC,1,DoRothEA_confC,Activator,Hill_activator,0.186973014253744,0.999941599553479
PROX1,PLEKHA7,1,DoRothEA_confC,Activator,Hill_activator,0.0456161191405678,0.999941599553479
AR,PMEPA1,3,DoRothEA_confA,Activator,Hill_activator,-0.0576284082210833,0.999941599553479
CREB1,POLD2,3,DoRothEA_confA,Activator,Hill_activator,-0.0157898585791363,0.999941599553479
MEF2A,PRDM2,1,DoRothEA_confC,Activator,Hill_activator,0.24875672879138,0.999941599553479
MAFB,PREX1,1,DoRothEA_confC,Activator,Hill_activator,-0.0731915857184219,0.999941599553479
NR2F1,PRKAR1B,1,DoRothEA_confC,Activator,Hill_activator,0.180802248871354,0.999941599553479
RARA,PRKCA,3,DoRothEA_confA,Activator,Hill_activator,0.0529974307959354,0.999941599553479
AR,PRKCD,3,DoRothEA_confA,Activator,Hill_activator,-0.00327760034720197,0.999941599553479
KLF5,PRKCZ,1,DoRothEA_confC,Activator,Hill_activator,0.141880413638835,0.999941599553479
AR,PRPS1,3,DoRothEA_confA,Activator,Hill_activator,-0.194983395516811,0.999941599553479
AR,PRPS1L3,3,DoRothEA_confA,Activator,Hill_activator,-0.473545976603921,0.999941599553479
CREB1,PSEN1,3,DoRothEA_confA,Activator,Hill_activator,0.019630623679022,0.999941599553479
KLF5,PTCH1,1,DoRothEA_confC,Activator,Hill_activator,0.0628332008819894,0.999941599553479
KLF6,PTP4A1,1,DoRothEA_confC,Activator,Hill_activator,0.462428231586249,0.999941599553479
AR,PTPN9,3,DoRothEA_confA,Activator,Hill_activator,-0.244786912566056,0.999941599553479
KLF5,RAB11A,1,DoRothEA_confC,Activator,Hill_activator,0.0675342943705583,0.999941599553479
KLF5,RAB11FIP1,1,DoRothEA_confC,Activator,Hill_activator,0.404064014262355,0.999941599553479
MEF2A,RAB11FIP1,1,DoRothEA_confC,Activator,Hill_activator,0.404064014262355,0.999941599553479
MEF2A,RABGAP1L,1,DoRothEA_confC,Activator,Hill_activator,0.1101352335441,0.999941599553479
KLF4,RARA,3,DoRothEA_confA,Repressor,Hill_repressor,0.301776664854008,0.999941599553479
KLF6,RBCK1,1,DoRothEA_confC,Activator,Hill_activator,-0.132394207511311,0.999941599553479
AR,RBMX,3,DoRothEA_confA,Activator,Hill_activator,-0.138952542086958,0.999941599553479
AR,RBMXL1,3,DoRothEA_confA,Activator,Hill_activator,-0.0547166573993262,0.999941599553479
MEF2A,RBPJ,1,DoRothEA_confC,Activator,Hill_activator,-0.14852745202244,0.999941599553479
AR,RBPMS,3,DoRothEA_confA,Activator,Hill_activator,-0.468040312698612,0.999941599553479
AR,RELA,3,DoRothEA_confA,Repressor,Hill_repressor,0.347459856676778,0.999941599553479
MEF2A,RIN2,1,DoRothEA_confC,Activator,Hill_activator,0.266203483656663,0.999941599553479
AR,RNASE4,3,DoRothEA_confA,Activator,Hill_activator,-0.115185535314963,0.999941599553479
CREB1,RRM2B,3,DoRothEA_confA,Activator,Hill_activator,-0.0197710969203739,0.999941599553479
POU2F1,RRM2B,3,DoRothEA_confA,Activator,Hill_activator,-0.0197710969203739,0.999941599553479
MAFB,RTN1,1,DoRothEA_confC,Activator,Hill_activator,0.0612514796446351,0.999941599553479
KLF5,RXRA,1,DoRothEA_confC,Activator,Hill_activator,0.0180706987508431,0.999941599553479
MEF2A,SAMD4,1,DoRothEA_confC,Activator,Hill_activator,0.196237140644887,0.999941599553479
MEF2A,SASH1,1,DoRothEA_confC,Activator,Hill_activator,-0.174625547733259,0.999941599553479
RARA,SCD2,3,DoRothEA_confA,Activator,Hill_activator,0.110937479389151,0.999941599553479
AR,SCNN1A,3,DoRothEA_confA,Activator,Hill_activator,0.0270419666632173,0.999941599553479
KLF5,SCNN1A,1,DoRothEA_confC,Activator,Hill_activator,0.0270419666632173,0.999941599553479
AR,SDF2,3,DoRothEA_confA,Activator,Hill_activator,0.0391753761148938,0.999941599553479
NR2F1,SDK2,1,DoRothEA_confC,Activator,Hill_activator,-0.00527223001850207,0.999941599553479
MAFB,SEC14L1,1,DoRothEA_confC,Activator,Hill_activator,-0.352236944481323,0.999941599553479
PROX1,SEMA3A,1,DoRothEA_confC,Activator,Hill_activator,0.0437447228619496,0.999941599553479
AR,SERPINI1,3,DoRothEA_confA,Activator,Hill_activator,-0.0149056694604356,0.999941599553479
KLF6,SH3BP2,1,DoRothEA_confC,Activator,Hill_activator,-0.544987710019189,0.999941599553479
KLF6,SH3BP4,1,DoRothEA_confC,Activator,Hill_activator,0.338954472329381,0.999941599553479
EPAS1,SLC11A2,3,DoRothEA_confA,Activator,Hill_activator,0.00287600222732233,0.999941599553479
CREB1,SLC19A1,3,DoRothEA_confA,Activator,Hill_activator,-0.0439467844911306,0.999941599553479
CREB1,SLC20A1,3,DoRothEA_confA,Activator,Hill_activator,-0.326457625303025,0.999941599553479
AR,SLC25A11,3,DoRothEA_confA,Activator,Hill_activator,-0.197094748401658,0.999941599553479
KLF5,SLC2A1,1,DoRothEA_confC,Activator,Hill_activator,-0.0183425926139551,0.999941599553479
MAFB,SLC39A11,1,DoRothEA_confC,Activator,Hill_activator,-0.206994105389924,0.999941599553479
KLF5,SLC48A1,1,DoRothEA_confC,Activator,Hill_activator,-0.0317550522562409,0.999941599553479
SMAD3,SMAD7,3,DoRothEA_confA,Activator,Hill_activator,0.130546271967246,0.999941599553479
AR,SMARCA2,3,DoRothEA_confA,Activator,Hill_activator,0.121982343792708,0.999941599553479
AR,SMS,3,DoRothEA_confA,Activator,Hill_activator,0.0876547230934358,0.999941599553479
MAFB,SMYD3,1,DoRothEA_confC,Activator,Hill_activator,-0.175262471027387,0.999941599553479
MAFB,SNX29,1,DoRothEA_confC,Activator,Hill_activator,-0.337665479891719,0.999941599553479
AR,SORD,3,DoRothEA_confA,Activator,Hill_activator,0.169976822338581,0.999941599553479
PROX1,SOX13,1,DoRothEA_confC,Activator,Hill_activator,-0.138801904268602,0.999941599553479
AR,SOX4,3,DoRothEA_confA,Activator,Hill_activator,0.153885673574528,0.999941599553479
MAFB,SOX9,1,DoRothEA_confC,Activator,Hill_activator,-0.112161024752846,0.999941599553479
MAFB,SPAG9,1,DoRothEA_confC,Activator,Hill_activator,-0.0314072704427502,0.999941599553479
POU2F1,SPI1,3,DoRothEA_confA,Activator,Hill_activator,-0.827452693918448,0.999941599553479
PROX1,SPRED2,1,DoRothEA_confC,Activator,Hill_activator,-0.229237441910381,0.999941599553479
KLF5,SREBF1,1,DoRothEA_confC,Activator,Hill_activator,0.147758771438769,0.999941599553479
KLF6,SREBF1,1,DoRothEA_confC,Activator,Hill_activator,0.147758771438769,0.999941599553479
MEF2A,ST6GAL1,1,DoRothEA_confC,Activator,Hill_activator,0.00379567737481226,0.999941599553479
POU2F1,ST6GAL1,3,DoRothEA_confA,Activator,Hill_activator,0.00379567737481226,0.999941599553479
MEF2A,STARD13,1,DoRothEA_confC,Activator,Hill_activator,-0.203375415363299,0.999941599553479
AR,STK39,3,DoRothEA_confA,Activator,Hill_activator,0.196729497200845,0.999941599553479
MAFB,SYNE1,1,DoRothEA_confC,Activator,Hill_activator,0.102054594967481,0.999941599553479
MEF2A,SYNE1,1,DoRothEA_confC,Activator,Hill_activator,0.102054594967481,0.999941599553479
NR2F1,SYNJ2,1,DoRothEA_confC,Activator,Hill_activator,0.142404147851212,0.999941599553479
KLF6,TACC1,1,DoRothEA_confC,Activator,Hill_activator,-0.101796193733332,0.999941599553479
MAFB,TACC2,1,DoRothEA_confC,Activator,Hill_activator,-0.0977274830206549,0.999941599553479
NR2F1,TACC2,1,DoRothEA_confC,Activator,Hill_activator,-0.0977274830206549,0.999941599553479
MAFB,TBC1D14,1,DoRothEA_confC,Activator,Hill_activator,0.0104281234989159,0.999941599553479
MEF2A,TBL1XR1,1,DoRothEA_confC,Activator,Hill_activator,-0.229858423719925,0.999941599553479
KLF5,TCF3,1,DoRothEA_confC,Activator,Hill_activator,-0.3358426731182,0.999941599553479
