source,target,sign,weight,evidence
NR2F1,COL27A1,Activator,1.0,DoRothEA_confC
NR2F1,COL5A1,Activator,1.0,DoRothEA_confC
NR2F1,CPNE7,Activator,1.0,DoRothEA_confC
NR2F1,CRB2,Activator,1.0,DoRothEA_confC
NR2F1,CTBP2,Activator,1.0,DoRothEA_confC
NR2F1,CTIF,Activator,1.0,DoRothEA_confC
NR2F1,EHMT1,Activator,1.0,DoRothEA_confC
NR2F1,ELMSAN1,Activator,1.0,DoRothEA_confC
NR2F1,FBLN1,Activator,1.0,DoRothEA_confC
NR2F1,FGD5,Activator,1.0,DoRothEA_confC
NR2F1,FLT4,Activator,1.0,DoRothEA_confC
NR2F1,FSCN1,Activator,1.0,DoRothEA_confC
NR2F1,GDPD5,Activator,1.0,DoRothEA_confC
NR2F1,GPSM1,Activator,1.0,DoRothEA_confC
NR2F1,GRAMD4,Activator,1.0,DoRothEA_confC
NR2F1,HDAC7,Activator,1.0,DoRothEA_confC
NR2F1,IQSEC1,Activator,1.0,DoRothEA_confC
NR2F1,KAZN,Activator,1.0,DoRothEA_confC
NR2F1,KCNAB2,Activator,1.0,DoRothEA_confC
NR2F1,KIF21B,Activator,1.0,DoRothEA_confC
NR2F1,LINGO1,Activator,1.0,DoRothEA_confC
NR2F1,LRP1,Activator,1.0,DoRothEA_confC
NR2F1,MAD1L1,Activator,1.0,DoRothEA_confC
NR2F1,MYO18A,Activator,1.0,DoRothEA_confC
NR2F1,NEK6,Activator,1.0,DoRothEA_confC
NR2F1,NRXN2,Activator,1.0,DoRothEA_confC
NR2F1,OSBPL5,Activator,1.0,DoRothEA_confC
NR2F1,PAK4,Activator,1.0,DoRothEA_confC
NR2F1,PALM,Activator,1.0,DoRothEA_confC
NR2F1,PDXK,Activator,1.0,DoRothEA_confC
NR2F1,PEPD,Activator,1.0,DoRothEA_confC
NR2F1,PHACTR3,Activator,1.0,DoRothEA_confC
NR2F1,PLXNA2,Activator,1.0,DoRothEA_confC
NR2F1,PLXND1,Activator,1.0,DoRothEA_confC
NR2F1,PRKAR1B,Activator,1.0,DoRothEA_confC
NR2F1,SDK2,Activator,1.0,DoRothEA_confC
NR2F1,SULF2,Activator,1.0,DoRothEA_confC
NR2F1,SYNJ2,Activator,1.0,DoRothEA_confC
NR2F1,TACC2,Activator,1.0,DoRothEA_confC
NR2F1,TNK2,Activator,1.0,DoRothEA_confC
NR2F1,TOP1MT,Activator,1.0,DoRothEA_confC
NR2F1,TPCN1,Activator,1.0,DoRothEA_confC
NR2F1,UBAC1,Activator,1.0,DoRothEA_confC
NR2F1,UNKL,Activator,1.0,DoRothEA_confC
NR2F1,ZFYVE28,Activator,1.0,DoRothEA_confC
PGR,BCL2,Activator,3.0,DoRothEA_confA
PGR,CCND1,Activator,3.0,DoRothEA_confA
PGR,CYP19A1,Repressor,3.0,DoRothEA_confA
PGR,ESR1,Activator,3.0,DoRothEA_confA
PGR,HLTF,Activator,3.0,DoRothEA_confA
PGR,MYC,Activator,3.0,DoRothEA_confA
PGR,VEGFA,Activator,3.0,DoRothEA_confA
POU2F1,CCND1,Activator,3.0,DoRothEA_confA
POU2F1,GADD45A,Activator,3.0,DoRothEA_confA
POU2F1,HPGDS,Activator,3.0,DoRothEA_confA
POU2F1,MYC,Activator,3.0,DoRothEA_confA
POU2F1,RPTOR,Activator,3.0,DoRothEA_confA
POU2F1,RRM2B,Activator,3.0,DoRothEA_confA
POU2F1,SNAPC1,Activator,3.0,DoRothEA_confA
POU2F1,SPI1,Activator,3.0,DoRothEA_confA
POU2F1,ST6GAL1,Activator,3.0,DoRothEA_confA
POU2F1,TSC22D3,Activator,3.0,DoRothEA_confA
POU2F1,TXNRD1,Activator,3.0,DoRothEA_confA
POU2F1,VCAM1,Repressor,3.0,DoRothEA_confA
POU2F1,VWF,Activator,3.0,DoRothEA_confA
PROX1,ABCB1A,Activator,1.0,DoRothEA_confC
PROX1,ABCB1B,Activator,1.0,DoRothEA_confC
PROX1,ADD3,Activator,1.0,DoRothEA_confC
PROX1,AFAP1L2,Activator,1.0,DoRothEA_confC
PROX1,ARHGAP42,Activator,1.0,DoRothEA_confC
PROX1,ARHGEF2,Activator,1.0,DoRothEA_confC
PROX1,ATP1A1,Activator,1.0,DoRothEA_confC
PROX1,DNM2,Activator,1.0,DoRothEA_confC
PROX1,GRIN2B,Activator,1.0,DoRothEA_confC
PROX1,IGF1R,Activator,1.0,DoRothEA_confC
PROX1,NEDD4L,Activator,1.0,DoRothEA_confC
PROX1,NRP2,Activator,1.0,DoRothEA_confC
PROX1,OSBPL10,Activator,1.0,DoRothEA_confC
PROX1,PCYT1A,Activator,1.0,DoRothEA_confC
PROX1,PLCB4,Activator,1.0,DoRothEA_confC
PROX1,PLEKHA7,Activator,1.0,DoRothEA_confC
PROX1,SAP30BP,Activator,1.0,DoRothEA_confC
PROX1,SEMA3A,Activator,1.0,DoRothEA_confC
PROX1,SOX13,Activator,1.0,DoRothEA_confC
PROX1,SPRED2,Activator,1.0,DoRothEA_confC
PROX1,TNS3,Activator,1.0,DoRothEA_confC
PROX1,ZFP608,Activator,1.0,DoRothEA_confC
RARA,BTG2,Activator,3.0,DoRothEA_confA
RARA,CASP9,Activator,3.0,DoRothEA_confA
RARA,CDKN1A,Activator,3.0,DoRothEA_confA
RARA,ETS1,Activator,3.0,DoRothEA_confA
RARA,IER3,Activator,3.0,DoRothEA_confA
RARA,MACROD1,Repressor,3.0,DoRothEA_confA
RARA,MAOB,Activator,3.0,DoRothEA_confA
RARA,MYC,Activator,3.0,DoRothEA_confA
RARA,NRIP1,Activator,3.0,DoRothEA_confA
RARA,PLAT,Activator,3.0,DoRothEA_confA
RARA,PRKCA,Activator,3.0,DoRothEA_confA
RARA,RARB,Activator,3.0,DoRothEA_confA
RARA,RPTOR,Activator,3.0,DoRothEA_confA
RARA,SCD2,Activator,3.0,DoRothEA_confA
RARA,THBD,Activator,3.0,DoRothEA_confA
SMAD3,AHR,Activator,3.0,DoRothEA_confA
SMAD3,BAMBI,Activator,3.0,DoRothEA_confA
SMAD3,CCND2,Activator,3.0,DoRothEA_confA
SMAD3,CDKN1A,Activator,3.0,DoRothEA_confA
SMAD3,COL1A1,Activator,3.0,DoRothEA_confA
SMAD3,COL6A1,Activator,3.0,DoRothEA_confA
SMAD3,GLI2,Activator,3.0,DoRothEA_confA
SMAD3,ITGA11,Activator,3.0,DoRothEA_confA
SMAD3,JUN,Activator,3.0,DoRothEA_confA
SMAD3,MYC,Activator,3.0,DoRothEA_confA
SMAD3,POR,Activator,3.0,DoRothEA_confA
SMAD3,SERPINE1,Activator,3.0,DoRothEA_confA
SMAD3,SMAD7,Activator,3.0,DoRothEA_confA
SMAD3,TERT,Repressor,3.0,DoRothEA_confA
SMAD3,TGFB1,Repressor,3.0,DoRothEA_confA
SMAD3,TNC,Activator,3.0,DoRothEA_confA
SMAD3,VEGFA,Activator,3.0,DoRothEA_confA
SMAD3,ZFP36,Activator,3.0,DoRothEA_confA
